Line Number,CML ID,CML Type,Diameter,Spec,Schedule,Diameter_Sch,Event.Comments,Last Date,12 O'Clock,3 O'Clock,6 O'Clock,9 O'Clock,Minimum,Scan Type
250-WS-50816-1CG,CML-5,CML: Equal Tee,100,1CG,80,10080,,8/06/2015,,9.4,9.7,9.5,9.4,RADIAL
100-FG-45808-1CS,CML-4,CML: Elbow,250,1LC,XS,250XS,,7/05/2016,12.5,13.6,13.1,14.3,12.5,RADIAL
150-CW-33853-1LC,CML 4,CML: Reducer,150,1LC,XS,150XS,,26/06/2015,11.6,11.8,11.8,11.5,11.5,RADIAL
500-WS-50801-1LC,CML -4,CML: Reducing Tee,500,1LC,XS,500XS,,11/06/2015,12.1,12.2,12.4,12.4,12.1,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,100,1CG,40,10040,,27/02/2016,5.6,5.6,5.6,5.9,5.6,RADIAL
80-DO-62857-1CS,CML 4,CML: Equal Tee,80,1CS,XS,80XS,,27/06/2015,12.3,11.8,12.3,10.3,10.3,RADIAL
100-WF-71827-01F01,CML-7,CML: Elbow,100,1CG,80,10080,,15/02/2016,9.7,9.7,10,9.7,9.7,RADIAL
350-WF-71815-01F01,CML 54,CML: Elbow,50,1CS,XS,50XS,,18/05/2015,5.1,5.4,5.4,5.2,5.1,RADIAL
350-WF-71815-01F01,CML 17,CML: Elbow,50,1CS,XS,50XS,,18/05/2015,5.3,5.1,5.1,5.4,5.1,RADIAL
350-WF-71815-01F01,CML 19,CML: Pipe Length,100,1CS,40,10040,,23/05/2015,5.6,5.9,5.7,5.9,5.6,RADIAL
350-WF-71815-01F01,CML-9,CML: Elbow,50,,,50,"No isometric drawing on system, Unable to confirm NWT, Pipe material class 3CS",31/05/2016,5.7,5.6,5.9,5.9,5.6,RADIAL
350-WF-71815-01F01,CML 13,CML: Pipe Length,100,1CS,40,10040,,23/05/2015,5.9,5.6,5.8,5.6,5.6,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",30/05/2016,5.9,5.6,5.6,5.8,5.6,RADIAL
350-WF-71815-01F01,CML -5,CML: Elbow,40,1CS,160,40160,Reading taken next to fitting,16/06/2015,6.4,6.1,6.2,6.4,6.1,RADIAL
80-WF-71830-01F01,CML-5,CML: Elbow,80,1CG,80,8080,,16/02/2016,7.9,7.9,7.6,7.7,7.6,RADIAL
100-DN-56829-1CG,CML-12,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,6/10/2015,12.2,12.2,12.2,12.7,12.2,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,40,1CG,80,4080,,5/05/2016,3.6,3.3,3.6,3.4,3.3,RADIAL
350-WF-71815-01F01,CML 2,CML: Elbow,50,1CS,XS,50XS,,28/06/2015,4.9,5,5.2,5.2,4.9,RADIAL
350-WF-71815-01F01,CML 12,CML: Pipe Length,50,1CS,XS,50XS,,20/05/2015,5.3,5,5,5.2,5,RADIAL
350-WF-71815-01F01,CML 5,CML: Elbow,25,1CS,80,2580,"Cast fitting, reading taken adjacent to fitting",2/07/2015,5.3,5.2,5.5,5.5,5.2,RADIAL
350-WF-71815-01F01,CML 12,CML: Pipe Length,100,1CS,40,10040,,23/05/2015,6,5.7,5.8,6,5.7,RADIAL
350-WF-71815-01F01,CML 17,CML: Pipe Length,100,1CS,40,10040,,23/05/2015,5.8,6,5.8,6.1,5.8,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,29/08/2015,6.4,6.5,6.2,6.2,6.2,RADIAL
350-WF-71815-01F01,CML 14,CML: Pipe Length,40,1CS,160,40160,,23/05/2015,7,7,6.8,6.7,6.7,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,40,1CS,160,40160,,21/05/2015,7,6.9,6.7,6.7,6.7,RADIAL
350-WF-71815-01F01,CML 13,CML: Pipe Length,40,1CS,160,40160,,23/05/2015,7,6.8,7.1,6.8,6.8,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,25,,,25,"No isometric drawing on system, Unable to confirm NWT, Pipe material class 3CS",30/05/2016,3.5,3.2,3.5,3.5,3.2,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,25,,,25,"No isometric drawing on system, Unable to confirm NWT, Pipe material class 3CS",30/05/2016,4.2,4.2,4.2,4.5,4.2,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,30/08/2015,5.6,5.6,5.6,5.3,5.3,RADIAL
350-WF-71815-01F01,CML 11,CML: Pipe Length,100,1CS,40,10040,,23/05/2015,5.7,5.7,6,5.7,5.7,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,40,1CG,80,4080,,5/05/2016,3.4,3.1,3.2,3.4,3.1,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,50,1CG,80,5080,,6/05/2016,4.8,5.1,4.9,5.1,4.8,RADIAL
350-WF-71815-01F01,CML 1,CML: Pipe Length,50,1CS,XS,50XS,,10/07/2015,5.3,5.4,5.6,5.6,5.3,RADIAL
350-WF-71815-01F01,CML 36,CML: Elbow,50,1CS,XS,50XS,,18/05/2015,5.4,5.6,5.3,5.6,5.3,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,40,1CG,80,4080,,3/09/2015,5.6,5.4,5.7,5.4,5.4,RADIAL
350-WF-71815-01F01,CML 12,CML: Elbow,40,1CS,160,40160,,20/05/2015,6.9,6.8,7.1,7.1,6.8,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,100,1CS,XS,100XS,,28/08/2015,8.7,8.6,8.4,8.4,8.4,RADIAL
150-DC-57606-1CS,CML 9,CML: Reducing Tee,150,1CS,80,15080,,27/05/2015,9.9,10.1,10.2,9.9,9.9,RADIAL
100-WF-71849-01F01,CML-2,CML: Elbow,100,01F01,80,10080,,28/02/2016,10.5,10.3,10.3,10.6,10.3,RADIAL
100-FG-45808-1CS,CML 3,CML: Elbow,250,1LC,XS,250XS,,17/05/2015,12.5,12.8,13.8,12.9,12.5,RADIAL
150-DH-56803-1CS,CML -7,CML: Reducing Tee,150,1CS,XS,150XS,,15/06/2015,14.5,15.1,14.6,14.2,14.2,RADIAL
150-WS-50825-1CG,CML -1,CML: Elbow,200,,80,20080,,10/06/2015,11.8,11.7,12,11.7,11.7,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,40,1CS,XS,40XS,,27/05/2015,4.6,4.9,4.6,4.7,4.6,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,50,1CS,XS,50XS,,28/06/2015,5.4,5.1,5.2,5.1,5.1,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,40,1CG,80,4080,,3/05/2016,8.7,8.8,8.5,8.8,8.5,RADIAL
350-WF-71815-01F01,CML-175,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.5,19.2,19.3,19.2,19.2,RADIAL
350-WF-71815-01F01,CML-175,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.5,19.2,19.3,19.2,19.2,RADIAL
550-OC-30800-1LC,CML-11,CML: Elbow,600,1LC,XS,600XS,,7/05/2016,12.9,12.9,12.6,12.8,12.6,RADIAL
100-FG-45808-1CS,CML 31,CML: Equal Tee,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,12.5,12.8,12.5,13.6,12.5,RADIAL
350-WF-71815-01F01,CML 5,CML: Elbow,50,1CS,XS,50XS,,25/05/2015,4.9,5.2,5,4.9,4.9,RADIAL
350-WF-71815-01F01,CML 7,CML: Elbow,50,1CS,XS,50XS,,10/07/2015,5.2,5.2,5.1,4.9,4.9,RADIAL
350-WF-71815-01F01,CML 16,CML: Pipe Length,50,1CS,XS,50XS,,20/05/2015,5.2,5.4,5.5,5.5,5.2,RADIAL
350-WF-71815-01F01,CML 6,CML: Pipe Length,50,1CS,XS,50XS,,22/05/2015,5.2,5.5,5.2,5.3,5.2,RADIAL
350-WF-71815-01F01,CML 29,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,5.5,5.2,5.4,5.5,5.2,RADIAL
350-WF-71815-01F01,CML 8,CML: Pipe Length,50,1CS,XS,50XS,,20/05/2015,5.5,5.2,5.4,5.5,5.2,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,50,1CS,XS,50XS,,10/07/2015,6.1,6.2,5.9,6.2,5.9,RADIAL
350-WF-71815-01F01,CML 22,CML: Pipe Length,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,6.2,6.5,6.5,6.4,6.2,RADIAL
350-WF-71815-01F01,CML 6,CML: Elbow,25,01C02,160,25160,,22/05/2015,6.4,6.2,6.5,6.5,6.2,RADIAL
350-WF-71815-01F01,CML 16,CML: Pipe Length,40,1CS,160,40160,,21/05/2015,6.8,7.1,6.9,6.8,6.8,RADIAL
350-WF-71815-01F01,CML 17,CML: Pipe Length,40,1CS,160,40160,,21/05/2015,6.8,6.8,6.9,7.1,6.8,RADIAL
350-WF-71815-01F01,CML-3,CML: Reducer,50,01F01,80,5080,,26/08/2015,7.3,7.2,7.2,7.5,7.2,RADIAL
350-WF-71815-01F01,CML-3,CML: Reducer,100,1CG,40,10040,,26/02/2016,7.4,7.7,7.5,7.4,7.4,RADIAL
350-WF-71815-01F01,CML-4,CML: Reducer,50,1CG,80,5080,Spool Removed From Service,26/08/2015,7.5,7.7,7.8,7.8,7.5,RADIAL
450-WS-50804-1LC,CML -24,CML: Reducer,450,1LC,XS,450XS,New Spool,11/06/2015,7.5,7.7,7.4,7.4,7.4,RADIAL
100-DN-56829-1CG,CML 11,CML: Pipe Length,300,1LC,XS,300XS,,16/05/2015,12.2,12.5,12.5,12.3,12.2,RADIAL
100-DN-56829-1CG,CML-14,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,6/10/2015,12.2,12.2,12.3,12.4,12.2,RADIAL
150-CW-33856-1LC,CML 6,CML: Reducer,125,1LC,XS,125XS,,26/06/2015,11.9,11.8,11.8,12.1,11.8,RADIAL
250-DC-57803-1CS,CML-8,CML: Equal Tee,500,1CS,XS,500XS,Nominal diameter actually 550,28/09/2015,15.4,15.7,15.7,15.6,15.4,RADIAL
250-WF-71811-1CG,CML-15,CML: Pipe Length,250,1CG,80,25080,,6/03/2016,16.6,16.3,16.4,16.5,16.3,RADIAL
300-PW-44803-1LC,CML 8,CML: Pipe Length,300,1LC,XS,300XS,,14/05/2015,11.7,11.9,11.6,11.8,11.6,RADIAL
350-WF-71815-01F01,CML-4,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,20.2,19.9,20,20.1,19.9,RADIAL
350-WF-71815-01F01,CML-4,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,20.2,19.9,20,20.1,19.9,RADIAL
100-FG-45808-1CS,CML 2,CML: Elbow,250,1LC,XS,250XS,,17/05/2015,12.5,12.5,12.8,13.2,12.5,RADIAL
150-WF-71852-01F01,CML-5,CML: Fitting,150,01F01,80,15080,,21/02/2016,12.3,12.4,12.5,12.2,12.2,RADIAL
350-WF-71815-01F01,CML 22,CML: Reducer,100,1CS,40,10040,,23/05/2015,5.6,5.7,5.8,5.9,5.6,RADIAL
350-WF-71815-01F01,CML 14,CML: Pipe Length,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,5.9,5.8,5.7,5.6,5.6,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,25,1CG,XS,25XS,,24/02/2016,6.4,6.1,6.3,6.2,6.1,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,20,1CS,80,2080,"Cast fitting, reading taken adjacent to fitting",2/07/2015,3.6,3.7,3.4,3.5,3.4,RADIAL
25-DO-62832-1CS,CML 4,CML: Elbow,25,1CS,160,25160,,6/08/2015,4.2,4.4,4.5,4.3,4.2,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,20,1CS,,20,"No isometric drawing on system, Unable to confirm NWT",30/05/2016,4.4,4.2,4.5,4.3,4.2,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,40,1CG,80,4080,,3/05/2016,4.8,4.9,4.7,5,4.7,RADIAL
350-WF-71815-01F01,CML 29,CML: Pipe Length,40,1CS,160,40160,Possible wrong schedule. CML checked twice,21/05/2015,5,4.8,4.9,4.7,4.7,RADIAL
350-WF-71815-01F01,CML 62,CML: Elbow,50,1CS,XS,50XS,,24/05/2015,5,5.2,5.1,5.3,5,RADIAL
350-WF-71815-01F01,CML 17,CML: Pipe Length,40,1CS,160,40160,,20/05/2015,6.7,6.8,7,6.9,6.7,RADIAL
350-WF-71815-01F01,CML 33,CML: Elbow,40,1CS,160,40160,,21/05/2015,6.7,6.9,7,6.8,6.7,RADIAL
350-WF-71815-01F01,CML 12,CML: Pipe Length,40,1CS,160,40160,,23/05/2015,6.9,7,6.7,6.8,6.7,RADIAL
350-WF-71815-01F01,CML 5,CML: Pipe Length,40,1CS,160,40160,,20/05/2015,6.9,7,6.8,6.7,6.7,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,40,1CS,160,40160,,21/05/2015,7.1,7.3,7,7.2,7,RADIAL
350-WF-71815-01F01,CML-7,CML: Elbow,40,1CG,80,4080,,3/05/2016,8,7.7,7.8,7.9,7.7,RADIAL
350-WF-71815-01F01,CML 1,CML: Pipe Length,80,1CS,,80,No isometric drawing for this line,8/08/2015,5.4,5.6,5.7,5.5,5.4,RADIAL
350-WF-71815-01F01,CML 10,CML: Elbow,25,1CS,160,25160,,21/05/2015,5.9,6.1,5.8,6,5.8,RADIAL
350-WF-71815-01F01,CML-37,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.3,6.4,6.5,6.6,6.3,RADIAL
350-WF-71815-01F01,CML 3,CML: Pipe Length,40,1CS,160,40160,,20/05/2015,6.8,6.9,7.1,7,6.8,RADIAL
350-WF-71815-01F01,CML 27,CML: Elbow,40,1CS,160,40160,,20/05/2015,6.9,6.8,7,7.1,6.8,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,40,1CG,80,4080,,3/05/2016,8.1,7.9,7.8,8,7.8,RADIAL
20-BS-44844-1CG,CML-1,CML: Elbow,25,1CG,80,2580,,4/09/2015,4.4,4.5,4.7,4.6,4.4,RADIAL
350-WF-71815-01F01,CML 8,CML: Reducer,50,1CS,XS,50XS,,27/06/2015,5.1,4.9,5,4.8,4.8,RADIAL
350-WF-71815-01F01,CML-4,CML: Equal Tee,40,1CG,80,4080,,3/09/2015,5.5,5.6,5.7,5.4,5.4,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,50,1CG,80,5080,,31/08/2015,5.9,6.2,6,6.1,5.9,RADIAL
350-WF-71815-01F01,CML 11,CML: Elbow,40,1CS,160,40160,,20/05/2015,7,6.9,6.8,7.1,6.8,RADIAL
350-WF-71815-01F01,CML-26,CML: Elbow,100,01F01,80,10080,,1/03/2016,7.4,7.5,7.6,7.7,7.4,RADIAL
100-FG-45808-1CS,CML-1,CML: Elbow,500,1LC,XS,500XS,Nominal diameter actually 550,6/10/2015,12.5,12.6,13.1,12.6,12.5,RADIAL
100-FG-45808-1CS,CML 4,CML: Pipe Length,300,1LC,XS,300XS,,16/05/2015,12.6,13,12.8,12.5,12.5,RADIAL
350-WF-71815-01F01,CML-229,CML: Elbow,65,1CG,80,6580,,11/02/2016,8,8.1,8.2,7.9,7.9,RADIAL
40-DO-62821-1CS,CML 30,CML: Reducer,40,1CS,160,40160,,20/05/2015,10.7,11,10.8,10.3,10.3,RADIAL
150-CW-33856-1LC,CML 1,CML: Reducer,125,1LC,XS,125XS,,26/06/2015,10.6,10.4,10.5,10.7,10.4,RADIAL
150-CW-33847-1LC,CML 2,CML: Elbow,125,1LC,XS,125XS,,21/06/2015,11,10.8,11.1,10.9,10.8,RADIAL
250-DC-57801-1CS,CML 7,CML: Pipe Length,150,1CS,XS,150XS,,24/05/2015,10,10.2,10.1,9.9,9.9,RADIAL
350-WF-71815-01F01,CML-229,CML: Elbow,65,1CG,80,6580,,11/02/2016,8,8.1,8.2,7.9,7.9,RADIAL
100-WF-71827-01F01,CML-24,CML: Equal Tee,100,1CG,80,10080,,15/02/2016,11.5,11.4,11.7,11.6,11.4,RADIAL
150-DC-57606-1CS,CML 19,CML: Pipe Length,150,1CS,80,15080,,27/05/2015,10.6,10.7,10.9,10.7,10.6,RADIAL
150-DO-62800-1CS,CML 25,CML: Pipe Length,150,1CS,XS,150XS,,19/05/2015,10.3,10.4,10.5,10.3,10.3,RADIAL
250-DC-57801-1CS,CML 4,CML: Pipe Length,150,1CS,XS,150XS,,24/05/2015,10,9.9,9.9,9.7,9.7,RADIAL
80-WF-71823-01F01,CML-3,CML: Elbow,80,01F01,80,8080,,16/02/2016,9.2,9.2,9.4,9.1,9.1,RADIAL
150-DO-62800-1CS,CML 30,CML: Pipe Length,150,1CS,XS,150XS,,19/05/2015,10.5,10.3,10.3,10.4,10.3,RADIAL
250-PW-44800-1LC,CML 32,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.1,12.3,12.3,12.4,12.1,RADIAL
250-PW-44800-1LC,CML 32,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.1,12.3,12.3,12.4,12.1,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,50,1CS,XS,50XS,,28/06/2015,5.2,5.2,5.4,5.1,5.1,RADIAL
350-WF-71815-01F01,CML 35,CML: Pipe Length,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,5.7,5.6,5.7,5.9,5.6,RADIAL
350-WF-71815-01F01,CML 18,CML: Pipe Length,100,1CS,40,10040,,23/05/2015,5.8,5.9,5.6,5.8,5.6,RADIAL
350-WF-71815-01F01,CML-3,CML: Reducer,100,1CG,40,10040,,26/02/2016,6.2,6.1,6.4,6.2,6.1,RADIAL
350-WF-71815-01F01,CML-140,CML: Elbow,65,1CG,80,6580,,11/02/2016,7.8,7.9,7.6,7.8,7.6,RADIAL
350-WF-71815-01F01,CML-140,CML: Elbow,65,1CG,80,6580,,11/02/2016,7.8,7.9,7.6,7.8,7.6,RADIAL
250-DC-57803-1CS,CML 13,CML: Pipe Length,250,1CS,XS,250XS,,26/05/2015,12.5,12.8,12.7,12.7,12.5,RADIAL
250-WF-71811-1CG,CML-14,CML: Pipe Length,250,1CG,80,25080,,6/03/2016,16.4,16.5,16.2,16.4,16.2,RADIAL
350-WF-71815-01F01,CML-4,CML: Pipe Length,100,1CS,40,10040,,2/06/2015,8.2,8.2,8,8.3,8,RADIAL
350-WF-71815-01F01,CML-157,CML: Fitting,300,1CG,80,30080,,11/02/2016,19.5,19.7,19.4,19.5,19.4,RADIAL
350-WF-71815-01F01,CML-157,CML: Fitting,300,1CG,80,30080,,11/02/2016,19.5,19.7,19.4,19.5,19.4,RADIAL
100-FG-45808-1CS,CML 11,CML: Pipe Length,250,1CS,XS,250XS,,27/05/2015,12.5,12.6,12.8,12.5,12.5,RADIAL
25-DO-62832-1CS,CML 1,CML: Elbow,25,1CS,160,25160,,6/08/2015,4.5,4.6,4.3,4.5,4.3,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,20,1CS,,20,"No isometric drawing on system, Unable to confirm NWT",30/05/2016,4.2,4.4,4.4,4.5,4.2,RADIAL
350-WF-71815-01F01,CML 2,CML: Elbow,25,1CS,80,2580,"Cast fitting, reading taken adjacent to fitting",4/07/2015,4.5,4.6,4.3,4.5,4.3,RADIAL
350-WF-71815-01F01,CML 41,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,5.6,5.5,5.3,5.5,5.3,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,30/08/2015,6.1,6,6,5.8,5.8,RADIAL
350-WF-71815-01F01,CML 7,CML: Pipe Length,40,1CS,160,40160,,20/05/2015,7,7.1,6.8,7,6.8,RADIAL
350-WF-71815-01F01,CML 16,CML: Pipe Length,40,1CS,160,40160,,20/05/2015,7.1,7,6.8,7,6.8,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,25,,,25,"No isometric drawing on system, Unable to confirm NWT, Pipe material class 3CS",30/05/2016,3.5,3.2,3.3,3.3,3.2,RADIAL
350-WF-71815-01F01,CML 2,CML: Elbow,50,1CS,,50,No isometric drawing for this line,8/08/2015,4.1,3.8,4,4,3.8,RADIAL
150-DO-62800-1CS,CML 33,CML: Pipe Length,150,1CS,XS,150XS,,19/05/2015,10.5,10.3,10.3,10.4,10.3,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,20,1CS,XS,20XS,,27/05/2015,4.4,4.6,4.7,4.6,4.4,RADIAL
350-WF-71815-01F01,CML 3,CML: Elbow,20,1CS,XS,20XS,,27/05/2015,4.6,4.4,4.6,4.7,4.4,RADIAL
350-WF-71815-01F01,CML 2,CML: Elbow,40,1CS,160,40160,,21/05/2015,6.9,7.1,6.8,6.9,6.8,RADIAL
350-WF-71815-01F01,CML-110,CML: Elbow,50,1CG,80,5080,,11/02/2016,7.1,7.1,6.9,7.2,6.9,RADIAL
350-WF-71815-01F01,CML-110,CML: Elbow,50,1CG,80,5080,,11/02/2016,7.1,7.1,6.9,7.2,6.9,RADIAL
100-FG-45808-1CS,CML 1,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.5,12.6,12.5,12.7,12.5,RADIAL
350-WF-71815-01F01,CML-156,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.6,19.4,19.4,19.6,19.4,RADIAL
350-WF-71815-01F01,CML-213,CML: Fitting,350,1CG,80,35080,,11/02/2016,19.6,19.4,19.4,19.6,19.4,RADIAL
350-WF-71815-01F01,CML-156,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.6,19.4,19.4,19.6,19.4,RADIAL
350-WF-71815-01F01,CML-213,CML: Fitting,350,1CG,80,35080,,11/02/2016,19.6,19.4,19.4,19.6,19.4,RADIAL
200-DC-57804-1LC,CML 6,CML: Pipe Length,200,1LC,XS,200XS,,26/05/2015,12.9,12.7,12.7,12.9,12.7,RADIAL
250-DC-57801-1CS,CML 41,CML: Pipe Length,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,12.8,12.6,12.6,12.8,12.6,RADIAL
50-WF-71920-01F01,CML-4,CML: Elbow,40,1CG,160,40160,,31/12/2015,9.3,9.1,9.1,9.3,9.1,RADIAL
350-WF-71815-01F01,CML 3,CML: Elbow,25,1CS,80,2580,"Cast fitting, reading taken adjacent to fitting",4/07/2015,4.3,4.3,4.5,4.5,4.3,RADIAL
350-WF-71815-01F01,CML 6,CML: Elbow,25,1CS,80,2580,"Cast fitting, reading taken adjacent to fitting",4/07/2015,4.5,4.3,4.3,4.5,4.3,RADIAL
350-WF-71815-01F01,CML 25,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,5.2,5.2,5.4,5.4,5.2,RADIAL
350-WF-71815-01F01,CML-221,CML: Elbow,25,1CG,160,25160,Bracket at 9 o clock ,11/02/2016,6.1,6.3,6.3,,6.1,RADIAL
350-WF-71815-01F01,CML-221,CML: Elbow,25,1CG,160,25160,Bracket at 9 o clock ,11/02/2016,6.1,6.3,6.3,,6.1,RADIAL
350-WF-71815-01F01,CML 7,CML: Elbow,25,01C02,160,25160,,22/05/2015,6.1,6.1,6.3,6.3,6.1,RADIAL
350-WF-71815-01F01,CML-3,CML: Reducer,50,1CG,80,5080,Spool Removed From Service,26/08/2015,6.8,6.8,7,7,6.8,RADIAL
350-WF-71815-01F01,CML 6,CML: Pipe Length,40,1CS,160,40160,,20/05/2015,6.8,6.8,7,7,6.8,RADIAL
350-WF-71815-01F01,CML 15,CML: Elbow,40,1CS,160,40160,"Cast fitting, reading taken on adjacent pipework",23/05/2015,7,7,6.8,6.8,6.8,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",29/05/2016,2.8,2.8,2.6,2.6,2.6,RADIAL
100-FG-45808-1CS,CML 1,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.5,12.6,12.5,12.7,12.5,RADIAL
350-WF-71815-01F01,CML-148,CML: Elbow,25,1CG,160,25160,Bracket at 9 o clock ,11/02/2016,6.9,7.1,6.9,,6.9,RADIAL
350-WF-71815-01F01,CML-148,CML: Elbow,25,1CG,160,25160,Bracket at 9 o clock ,11/02/2016,6.9,7.1,6.9,,6.9,RADIAL
350-WF-71815-01F01,CML-6,CML: Reducer,80,01F01,80,8080,,16/02/2016,8.4,8.6,8.4,8.6,8.4,RADIAL
250-DC-57801-1CS,CML 20,CML: Pipe Length,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,12.8,12.6,12.6,12.6,12.6,RADIAL
250-WF-71811-1CG,CML-10,CML: Elbow,250,1CG,80,25080,,6/03/2016,14.9,14.9,14.9,14.7,14.7,RADIAL
350-WF-71815-01F01,CML 23,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,5.4,5.4,5.2,5.4,5.2,RADIAL
350-WF-71815-01F01,CML 28,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,5.4,5.2,5.4,5.4,5.2,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",30/05/2016,5.6,5.8,5.6,5.6,5.6,RADIAL
350-WF-71815-01F01,CML-159,CML: Elbow,25,1CG,160,25160,Bracket at 9 o clock ,11/02/2016,6.2,6.3,6.1,,6.1,RADIAL
350-WF-71815-01F01,CML-159,CML: Elbow,25,1CG,160,25160,Bracket at 9 o clock ,11/02/2016,6.2,6.3,6.1,,6.1,RADIAL
125-CW-33845-1LC,CML 1,CML: Reducing Tee,125,1LC,XS,125XS,,23/06/2015,10.1,9.9,10.1,10.1,9.9,RADIAL
350-WF-71815-01F01,CML 10,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,5.4,5.6,5.4,5.4,5.4,RADIAL
250-WS-50816-1CG,CML-6,CML: Equal Tee,100,1CG,80,10080,,8/06/2015,,9.6,9.7,9.5,9.5,RADIAL
350-WF-71815-01F01,CML 46,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,5.4,5.4,5.6,5.4,5.4,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,50,1CS,XS,50XS,,20/05/2015,5.9,5.9,6.1,5.9,5.9,RADIAL
300-WF-71818-01F01,CML-10,CML: Equal Tee,300,01F01,80,30080,,16/02/2016,16.8,17,17,17,16.8,RADIAL
125-CW-33852-1LC,CML 1,CML: Reducer,125,1LC,XS,125XS,,24/06/2015,10.3,10.3,10.3,10.5,10.3,RADIAL
350-WF-71815-01F01,CML 6,CML: Pipe Length,40,1CS,160,40160,,21/05/2015,6.9,6.9,6.9,7.1,6.9,RADIAL
250-PW-44809-1LC,CML 12,CML: Equal Tee,250,1LC,XS,250XS,,16/05/2015,17.1,16.9,16.9,17,16.9,RADIAL
350-WF-71815-01F01,CML-224,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.4,19.4,19.6,19.5,19.4,RADIAL
350-WF-71815-01F01,CML-228,CML: Equal Tee,350,1CG,80,35080,,11/02/2016,19.4,19.4,19.6,19.5,19.4,RADIAL
350-WF-71815-01F01,CML-224,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.4,19.4,19.6,19.5,19.4,RADIAL
350-WF-71815-01F01,CML-228,CML: Equal Tee,350,1CG,80,35080,,11/02/2016,19.4,19.4,19.6,19.5,19.4,RADIAL
350-WF-71815-01F01,CML-158,CML: Fitting,300,1CG,80,30080,,11/02/2016,19.5,19.6,19.4,19.4,19.4,RADIAL
