Line Number,CML ID,CML Type,Diameter,Spec,Schedule,Diameter_Sch,Event.Comments,Last Date,12 O'Clock,3 O'Clock,6 O'Clock,9 O'Clock,Minimum,Scan Type
50-WF-71952-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,6/03/2016,6.8,6.6,7.1,7.7,6.6,RADIAL
200-DC-57804-1LC,CML 5,CML: Pipe Length,200,1LC,XS,200XS,,26/05/2015,11.9,12.8,12.2,12.9,11.9,RADIAL
350-WF-71815-01F01,CML -6,CML: Elbow,100,1CS,XS,100XS,,15/06/2015,7.1,7.4,8.1,8,7.1,RADIAL
65-WS-50809-1CG,CML -3,CML: Reducer,65,1CG,80,6580,,13/06/2015,8.4,8.7,9.3,9.4,8.4,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,50,1CG,80,5080,,3/05/2016,9,8.9,8,8.3,8,RADIAL
100-WF-71914-01F01,CML-1,CML: Reducing Tee,100,1CG,80,10080,,31/12/2015,9.1,9.7,9,10,9,RADIAL
150-DH-56802-1CS,CML -8,CML: Fitting,150,1CS,XS,150XS,,16/06/2015,9.6,9.8,9.3,8.9,8.9,RADIAL
100-DN-56829-1CG,CML 20,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.2,11.9,12.6,11.3,11.3,RADIAL
100-WF-71858-01F01,CML-13,CML: Pipe Length,100,01F01,80,10080,,27/02/2016,10,10.2,10.5,11.1,10,RADIAL
150-WF-71806-01F01,CML-2,CML: Elbow,200,01F01,80,20080,,23/02/2016,12.1,12.4,11.9,13,11.9,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,3/06/2015,6.1,5.8,6.3,5.2,5.2,RADIAL
150-DO-62800-1CS,CML 1,CML: Elbow,150,1CS,XS,150XS,,19/05/2015,11.2,11.1,10.6,9.3,9.3,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,31/08/2015,6.4,5.5,5.7,5.3,5.3,RADIAL
450-WS-50804-1LC,CML -4,CML: Elbow,450,1LC,XS,450XS,,11/06/2015,13.4,12.7,13.7,12.8,12.7,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,100,1CS,40,10040,,23/05/2015,6.7,6,5.6,5.8,5.6,RADIAL
350-WF-71815-01F01,CML 2,CML: Equal Tee,50,1CS,XS,50XS,,4/07/2015,7.2,6.5,6.9,6.1,6.1,RADIAL
350-WF-71815-01F01,CML-23,CML: Elbow,50,01F01,80,5080,,27/02/2016,7,6.3,6.6,7.4,6.3,RADIAL
50-WF-71922-01F01,CML-6,CML: Elbow,50,1CG,80,5080,,31/12/2015,6.4,5.7,5.3,6.1,5.3,RADIAL
350-WF-71824-01F01,CML-7,CML: Pipe Length,350,01F01,XS,350XS,,5/03/2016,15,14.1,15.2,14.8,14.1,RADIAL
100-WF-71930-01F01,CML-2,CML: Elbow,100,1CG,80,10080,,16/01/2016,10.3,9.9,9.6,10.7,9.6,RADIAL
500-WS-50802-1LC,CML -1,CML: Elbow,500,1LC,XS,500XS,,10/06/2015,11.8,11,11.4,12.1,11,RADIAL
550-OC-30800-1LC,CML-9,CML: Elbow,500,1CS,XS,500XS,Nominal diameter actually 550,28/09/2015,13,12.6,12.8,11.9,11.9,RADIAL
50-WF-71958-01F01,CML-4,CML: Elbow,50,1CG,80,5080,,17/01/2016,6.6,6.2,6.4,7.3,6.2,RADIAL
150-CW-33847-1LC,CML 4,CML: Pipe Length,125,1LC,XS,125XS,,25/06/2015,10.9,10.6,10.2,9.8,9.8,RADIAL
450-WS-50804-1LC,CML -35,CML: Equal Tee,450,1LC,XS,450XS,,11/06/2015,13.5,14.6,14.4,14.2,13.5,RADIAL
80-DO-62801-1CS,CML 5,CML: Equal Tee,80,1CS,XS,80XS,,27/06/2015,10.3,9.3,10.3,10.5,9.3,RADIAL
250-DC-57801-1CS,CML 16,CML: Pipe Length,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,12.4,11.7,11.3,12.1,11.3,RADIAL
350-WF-71815-01F01,CML-42,CML: Fitting,400,1CG,80,40080,,11/02/2016,18.9,19.7,19.3,18.6,18.6,RADIAL
350-WF-71815-01F01,CML-42,CML: Fitting,400,1CG,80,40080,,11/02/2016,18.9,19.7,19.3,18.6,18.6,RADIAL
350-WF-71815-01F01,CML-14,CML: Elbow,50,1CG,80,5080,New spool,4/09/2015,7.1,6.3,7.3,7.3,6.3,RADIAL
350-WF-71815-01F01,CML 4,CML: Reducing Tee,25,1CS,80,2580,"Cast fitting, reading taken adjacent to fitting",2/07/2015,7.6,6.8,6.6,6.6,6.6,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,80,1CS,XS,80XS,,29/06/2015,6.5,6.7,7.3,7.5,6.5,RADIAL
50-WF-71913-01F01,CML-4,CML: Elbow,50,1CG,80,5080,,30/12/2015,6.5,7.5,7.3,6.7,6.5,RADIAL
250-PW-44800-1LC,CML 28,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.7,12.9,12.9,11.9,11.9,RADIAL
250-PW-44800-1LC,CML 28,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.7,12.9,12.9,11.9,11.9,RADIAL
100-WF-71845-01F01,CML-2,CML: Elbow,100,1CG,80,10080,,3/01/2016,10.4,10.2,9.4,9.6,9.4,RADIAL
350-WF-71815-01F01,CML-246,CML: Fitting,400,1CG,80,40080,,11/02/2016,19.4,19.4,19.6,20.4,19.4,RADIAL
350-WF-71815-01F01,CML-246,CML: Fitting,400,1CG,80,40080,,11/02/2016,19.4,19.4,19.6,20.4,19.4,RADIAL
350-WF-71815-01F01,CML 7,CML: Elbow,50,1CS,XS,50XS,,25/05/2015,4.3,5.3,4.7,4.3,4.3,RADIAL
350-WF-71815-01F01,CML-7,CML: Elbow,80,01F01,80,8080,,16/02/2016,8.4,9.4,8.4,8.8,8.4,RADIAL
100-WF-71860-01F01,CML-61,CML: Elbow,100,01F01,80,10080,,1/03/2016,10.1,10.5,9.5,10.5,9.5,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,3/05/2016,7.9,8.5,8.9,8.9,7.9,RADIAL
350-WF-71815-01F01,CML 11,CML: Elbow,40,1CS,160,40160,,21/05/2015,7,6,6.7,7,6,RADIAL
350-WF-71815-01F01,CML-15,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.3,21.4,20.4,21.3,20.4,RADIAL
125-CW-33831-1LC,CML 1,CML: Reducer,125,1LC,XS,125XS,,20/06/2015,10.3,11.1,11.4,11.1,10.3,RADIAL
450-WS-50804-1LC,CML -6,CML: Elbow,450,1LC,XS,450XS,,11/06/2015,15.2,15.5,14.4,15.2,14.4,RADIAL
350-WF-71815-01F01,CML-15,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.3,21.4,20.4,21.3,20.4,RADIAL
350-WF-71815-01F01,CML 30,CML: Pipe Length,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,5.5,6.2,6.2,5.3,5.3,RADIAL
100-FG-45808-1CS,CML-4,CML: Elbow,150,1CG,80,15080,,5/05/2016,12.4,11.6,10.9,11.8,10.9,RADIAL
50-WF-71953-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,18/01/2016,5.6,6.2,5.9,6.7,5.6,RADIAL
350-WF-71815-01F01,CML 5,CML: Elbow,100,1LC,XS,100XS,,19/06/2015,8.4,7.3,7.8,8.1,7.3,RADIAL
350-WF-71815-01F01,CML 38,CML: Pipe Length,50,1CS,XS,50XS,,18/05/2015,4.3,5.2,5.3,5.2,4.3,RADIAL
150-DH-56503-1CS,CML -4,CML: Elbow,150,1CS,XS,150XS,,14/06/2015,10,10.1,9,11,9,RADIAL
150-CW-33847-1LC,CML 4,CML: Equal Tee,125,1LC,XS,125XS,,26/06/2015,11,10.9,10.9,10,10,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,31/08/2015,6.4,5.5,5.4,5.5,5.4,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,100,1CS,40,10040,,2/06/2015,8.4,8.3,8.3,7.4,7.4,RADIAL
350-WF-71815-01F01,CML 42,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,5.2,6,5.7,6.3,5.2,RADIAL
150-DC-57509-1CS,CML 4,CML: Elbow,150,1CS,XS,150XS,,23/05/2015,10.1,10.3,11,11,10.1,RADIAL
350-WF-71815-01F01,CML -4,CML: Elbow,40,1CS,160,40160,Reading taken next to fitting,16/06/2015,5.5,5.8,6.1,6.6,5.5,RADIAL
350-WF-71815-01F01,CML 2,CML: Equal Tee,50,1CS,XS,50XS,,10/07/2015,7.7,8.5,7.4,8,7.4,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,50,1CG,80,5080,,29/08/2015,6.3,5.4,5.4,6.1,5.4,RADIAL
350-WF-71815-01F01,CML-183,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.4,19.5,20.4,19.5,19.4,RADIAL
350-WF-71815-01F01,CML-183,CML: Elbow,350,1CG,80,35080,,11/02/2016,19.4,19.5,20.4,19.5,19.4,RADIAL
300-WF-71818-01F01,CML-4,CML: Elbow,300,01F01,80,30080,,16/02/2016,18.6,19.4,19.1,19.7,18.6,RADIAL
550-OC-33802-1LC,CML-5,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,6/10/2015,12.7,11.8,12.8,12.7,11.8,RADIAL
100-WF-71827-01F01,CML 3,CML: Elbow,125,1LC,XS,125XS,,25/06/2015,9.8,9.4,8.7,9.5,8.7,RADIAL
350-WF-71815-01F01,CML-243,CML: Elbow,50,1CG,80,5080,,11/02/2016,4.8,5.5,5.2,5.9,4.8,RADIAL
100-DN-56829-1CG,CML 20,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.2,11.9,12.6,11.3,11.3,RADIAL
350-WF-71815-01F01,CML-243,CML: Elbow,50,1CG,80,5080,,11/02/2016,4.8,5.5,5.2,5.9,4.8,RADIAL
350-WF-71815-01F01,CML 8,CML: Elbow,80,1CS,XS,80XS,,27/06/2015,8.5,8.8,7.7,8.4,7.7,RADIAL
350-WF-71815-01F01,CML 2,CML: Pipe Length,100,1LC,XS,100XS,,19/06/2015,7.5,8.3,8.2,8.6,7.5,RADIAL
65-WS-50809-1CG,CML -4,CML: Elbow,65,1CG,80,6580,,13/06/2015,8.4,8.1,7.3,8,7.3,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,3/06/2015,5.2,6.1,5.3,6,5.2,RADIAL
150-DH-56802-1CS,CML 5,CML: Elbow,125,1CS,XS,125XS,,6/08/2015,9.5,9.2,9,9.8,9,RADIAL
50-WF-71928-01F01,CML-6,CML: Elbow,50,1CG,80,5080,,3/01/2016,7.9,7.4,7.6,6.8,6.8,RADIAL
250-PW-44808-1LC,CML 8,CML: Elbow,250,1LC,XS,250XS,,15/05/2015,11.9,11.8,12.7,12.6,11.8,RADIAL
250-PW-44808-1LC,CML 8,CML: Elbow,250,1LC,XS,250XS,,15/05/2015,11.9,11.8,12.7,12.6,11.8,RADIAL
250-PW-44809-1LC,CML 10,CML: Pipe Length,250,1LC,XS,250XS,,16/05/2015,11.8,12.7,11.9,12.6,11.8,RADIAL
350-WF-71815-01F01,CML-6,CML: Reducer,25,1CG,XS,25XS,,24/02/2016,5.3,5.2,4.3,4.7,4.3,RADIAL
100-WS-50826-1CG,CML-2,CML: Elbow,100,1CG,80,10080,,8/06/2015,10,9.1,9,9.6,9,RADIAL
125-CW-33829-1LC,CML 3,CML: Elbow,125,1LC,XS,125XS,,19/06/2015,9.6,10.2,9.2,10.1,9.2,RADIAL
100-WF-71911-01F01,CML-1,CML: Reducing Tee,100,1CG,80,10080,,17/01/2016,8.6,9,9.5,9.6,8.6,RADIAL
350-WF-71815-01F01,CML-76,CML: Fitting,400,1CG,80,40080,,11/02/2016,19.5,20.1,20,19.1,19.1,RADIAL
100-CW-33863-1LC,CML 11,CML: Elbow,100,1LC,XS,100XS,,25/06/2015,8,8.6,9.1,8.8,8,RADIAL
200-OC-33805-1CS,CML-9,CML: Elbow,200,1CS,XS,200XS,,6/10/2015,13.7,12.8,13.2,13.8,12.8,RADIAL
350-WF-71815-01F01,CML-76,CML: Fitting,400,1CG,80,40080,,11/02/2016,19.5,20.1,20,19.1,19.1,RADIAL
350-WF-71815-01F01,CML-152,CML: Elbow,300,1CG,80,30080,,11/02/2016,20.1,20,19.1,19.5,19.1,RADIAL
350-WF-71815-01F01,CML-152,CML: Elbow,300,1CG,80,30080,,11/02/2016,20.1,20,19.1,19.5,19.1,RADIAL
350-WF-71815-01F01,CML-9,CML: Elbow,100,1CS,XS,100XS,,28/08/2015,8.4,9.2,9,9.5,8.4,RADIAL
350-WF-71815-01F01,CML-19,CML: Elbow,50,1CG,80,5080,,27/08/2015,5.5,5.5,6.3,6.3,5.5,RADIAL
250-WF-71811-1CG,CML-6,CML: Elbow,250,1CG,80,25080,,6/03/2016,15.3,16.1,15.3,16.1,15.3,RADIAL
350-WF-71815-01F01,CML 34,CML: Pipe Length,50,1CS,XS,50XS,"Unable to take reading, beam @ 6 O'Clock position ",18/05/2015,4.8,5.1,,5.7,4.8,RADIAL
50-WF-71945-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,18/01/2016,6.3,5.6,6.3,6.7,5.6,RADIAL
250-WF-71811-1CG,CML-13,CML: Elbow,250,1CG,80,25080,,6/03/2016,15.7,15.6,15.8,16.6,15.6,RADIAL
250-DC-57803-1CS,CML 11,CML: Pipe Length,250,1CS,XS,250XS,,26/05/2015,12.8,12.3,11.7,12.1,11.7,RADIAL
150-CW-33825-1LC,CML 1,CML: Elbow,150,1LC,XS,150XS,,19/06/2015,9.3,8.6,8.2,8.6,8.2,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,100,1CG,40,10040,,7/06/2015,4.8,5.9,5.2,5.2,4.8,RADIAL
150-DH-56802-1CS,CML 8,CML: Pipe Length,100,1LC,XS,100XS,,25/06/2015,9.5,9,9.5,9.5,9,RADIAL
100-FG-45808-1CS,CML-4,CML: Equal Tee,150,1CG,40,15040,,7/06/2015,12.6,12.2,11,12.6,11,RADIAL
350-WF-71815-01F01,CML-29,CML: Equal Tee,50,1CG,80,5080,,3/09/2015,8.2,8.1,9,8,8,RADIAL
350-WF-71815-01F01,CML 7,CML: Elbow,25,1LC,80,2580,,25/06/2015,4.8,4.5,5.5,5.3,4.5,RADIAL
100-WF-71860-01F01,CML-37,CML: Elbow,100,01F01,80,10080,,1/03/2016,10.2,10,10.7,11,10,RADIAL
350-WF-71815-01F01,CML 10,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,5.2,5.6,6.3,5.8,5.2,RADIAL
100-FG-45808-1CS,CML 5,CML: Elbow,150,1LC,XS,150XS,,16/05/2015,12.5,11.3,12.3,11.3,11.3,RADIAL
125-WC-40818-1CG,CML-7,CML: Elbow,125,1CG,80,12580,,4/06/2015,13.3,11.2,11.7,11.6,11.2,RADIAL
250-PW-44800-1LC,CML 6,CML: Elbow,250,1LC,XS,250XS,,15/05/2015,11.7,11.3,12.4,11.7,11.3,RADIAL
250-PW-44809-1LC,CML 3,CML: Pipe Length,250,1LC,XS,250XS,,16/05/2015,12.9,12.8,11.9,12.7,11.9,RADIAL
150-WC-40819-1CS,CML 21,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.8,11.7,12.3,11.6,11.6,RADIAL
350-WF-71815-01F01,CML 5,CML: Elbow,100,1CS,XS,100XS,,6/08/2015,8.5,7.5,7.7,8.2,7.5,RADIAL
350-WF-71815-01F01,CML 13,CML: Elbow,100,1LC,XS,100XS,,19/06/2015,8.9,9.1,8.5,9.6,8.5,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,80,01F01,80,8080,,16/02/2016,8.6,7.9,8.6,9,7.9,RADIAL
150-CW-33847-1LC,CML 3,CML: Pipe Length,300,1LC,XS,300XS,,14/05/2015,11,12.1,11.4,11.4,11,RADIAL
150-DC-57606-1CS,CML 18,CML: Elbow,100,1CS,80,10080,,27/05/2015,8.9,9.3,10,9.3,8.9,RADIAL
250-WF-71800-01F01,CML-10,CML: Equal Tee,250,1CG,80,25080,,15/02/2016,18.8,18.4,18.9,17.9,17.9,RADIAL
150-WC-40819-1CS,CML 21,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.8,11.7,12.3,11.6,11.6,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,80,1CS,XS,80XS,,27/06/2015,7.3,8,8.4,7.9,7.3,RADIAL
50-WF-71915-01F01,CML-7,CML: Elbow,50,1CG,80,5080,,30/12/2015,6.6,6.5,5.6,6.1,5.6,RADIAL
50-WF-71921-01F01,CML-2,CML: Elbow,40,1CG,160,40160,,1/01/2016,9.4,9.9,8.9,9.8,8.9,RADIAL
100-WF-71827-01F01,CML 3,CML: Pipe Length,150,1CS,XS,150XS,,24/05/2015,9.7,10.2,10.1,9.2,9.2,RADIAL
100-WF-71941-01F01,CML-12,CML: Reducing Tee,100,1CG,80,10080,,18/01/2016,10,9.6,10.5,9.5,9.5,RADIAL
125-CW-33859-1LC,CML 3,CML: Pipe Length,125,1LC,XS,125XS,,25/06/2015,10.4,10,10.5,9.5,9.5,RADIAL
100-WF-71827-01F01,CML-28,CML: Equal Tee,100,1CG,80,10080,,15/02/2016,9.6,9.7,10.1,10.6,9.6,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,40,1LC,80,4080,,11/09/2015,5.1,6.1,5.2,5.6,5.1,RADIAL
350-WF-71815-01F01,CML-44,CML: Elbow,50,01F01,80,5080,,1/03/2016,7,7.5,6.4,7.1,6.4,RADIAL
100-WF-71843-01F01,CML-3,CML: Elbow,100,1CG,80,10080,,1/01/2016,10.6,10.5,9.9,11,9.9,RADIAL
150-WC-40819-1CS,CML 13,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.8,11.7,12.5,12.8,11.7,RADIAL
350-WF-71815-01F01,CML-145,CML: Elbow,300,1CG,80,30080,,11/02/2016,20.5,20,19.5,19.6,19.5,RADIAL
350-WF-71815-01F01,CML-145,CML: Elbow,300,1CG,80,30080,,11/02/2016,20.5,20,19.5,19.6,19.5,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,100,1CG,40,10040,,25/02/2016,6.1,6.7,6.6,7.2,6.1,RADIAL
350-WF-71815-01F01,CML 1,CML: Reducer,150,1CS,,150,Schedule not wrote on isometric drawing ,8/08/2015,7,6.9,7.2,7.9,6.9,RADIAL
100-DH-56502-1CS,CML -2,CML: Equal Tee,100,1CS,XS,100XS,,15/06/2015,10,9.1,10.5,10.3,9.1,RADIAL
150-DH-56802-1CS,CML -2,CML: Equal Tee,100,1CS,XS,100XS,,15/06/2015,10,9.1,10.5,10.3,9.1,RADIAL
100-FG-45808-1CS,CML -6,CML: Reducer,200,1LC,XS,200XS,,18/06/2015,12.5,11.4,13.8,13.1,11.4,RADIAL
350-WF-71815-01F01,CML 6,CML: Elbow,50,1CS,XS,50XS,,25/05/2015,4.7,5.3,5.8,5.2,4.7,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,29/08/2015,4.9,5.6,5.8,5.9,4.9,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,27/08/2015,6.2,6.1,6.4,7.1,6.1,RADIAL
350-WF-71815-01F01,CML-143,CML: Elbow,300,1CG,80,30080,,11/02/2016,20.5,19.8,19.5,19.6,19.5,RADIAL
150-DC-57606-1CS,CML 2,CML: Pipe Length,150,1CS,80,15080,,27/05/2015,11.2,10.3,11.3,11,10.3,RADIAL
350-WF-71815-01F01,CML-143,CML: Elbow,300,1CG,80,30080,,11/02/2016,20.5,19.8,19.5,19.6,19.5,RADIAL
100-WF-71860-01F01,CML-9,CML: Elbow,100,01F01,80,10080,,1/03/2016,10.3,9.7,9.2,9.7,9.2,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,3/06/2015,5.4,6.3,6,6.4,5.4,RADIAL
250-DC-57801-1CS,CML 15,CML: Equal Tee,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,16.2,17.1,16.1,16.5,16.1,RADIAL
125-CW-33839-1LC,CML 1,CML: Elbow,125,1LC,XS,125XS,,21/06/2015,10.4,9.4,10.3,10,9.4,RADIAL
150-CW-33833-1LC,CML -5,CML: Elbow,125,1CS,XS,125XS,,16/06/2015,10.5,9.5,10.1,10.4,9.5,RADIAL
250-PW-44800-1LC,CML 34,CML: Elbow,250,1LC,XS,250XS,,15/05/2015,12.1,12.5,13.1,12.2,12.1,RADIAL
250-PW-44800-1LC,CML 34,CML: Elbow,250,1LC,XS,250XS,,15/05/2015,12.1,12.5,13.1,12.2,12.1,RADIAL
550-OC-33810-1LC,CML-2,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,12/09/2015,12.9,13,13.9,13.3,12.9,RADIAL
50-WF-71944-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,2/01/2016,7.1,6.5,6.1,6.2,6.1,RADIAL
350-WF-71815-01F01,CML 58,CML: Elbow,50,1CS,XS,50XS,,24/05/2015,4.7,5.6,4.7,5.3,4.7,RADIAL
150-CW-33847-1LC,CML-12,CML: Pipe Length,100,01F01,80,10080,,27/02/2016,11,9.9,10.5,10.5,9.9,RADIAL
450-WS-50804-1LC,CML -7,CML: Elbow,450,1LC,XS,450XS,,11/06/2015,13.1,12,12.5,12.5,12,RADIAL
50-WF-71947-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,18/01/2016,7.1,6.2,6.5,7.1,6.2,RADIAL
350-WF-71815-01F01,CML-136,CML: Reducer,300,1CG,80,30080,,11/02/2016,18.6,18.9,19.5,18.5,18.5,RADIAL
350-WF-71815-01F01,CML-136,CML: Reducer,300,1CG,80,30080,,11/02/2016,18.6,18.9,19.5,18.5,18.5,RADIAL
350-WF-71815-01F01,CML-146,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.9,20.5,19.5,19.6,19.5,RADIAL
350-WF-71815-01F01,CML-146,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.9,20.5,19.5,19.6,19.5,RADIAL
350-WF-71815-01F01,CML-198,CML: Elbow,350,1CG,80,35080,,11/02/2016,20.4,19.5,19.5,19.5,19.5,RADIAL
150-CW-33825-1LC,CML 6,CML: Elbow,150,1LC,XS,150XS,,19/06/2015,13.3,14.2,13.3,13.3,13.3,RADIAL
350-WF-71815-01F01,CML-198,CML: Elbow,350,1CG,80,35080,,11/02/2016,20.4,19.5,19.5,19.5,19.5,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.4,20.5,20.5,20.5,20.5,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.4,20.5,20.5,20.5,20.5,RADIAL
350-WF-71815-01F01,CML-1,CML: Pipe Length,25,1CS,,25,"No isometric drawing on system, Unable to confirm NWT",29/05/2016,2.9,3,3.9,3.3,2.9,RADIAL
350-WF-71815-01F01,CML 2,CML: Elbow,100,1CS,XS,100XS,,25/05/2015,8.3,8.3,7.5,8.5,7.5,RADIAL
100-WF-71843-01F01,CML-2,CML: Elbow,100,1CG,80,10080,,1/01/2016,10.5,9.7,10.7,10.5,9.7,RADIAL
150-WF-71803-01F01,CML-14,CML: Elbow,150,01F01,80,15080,,21/02/2016,13,12.8,12,12.8,12,RADIAL
350-WF-71815-01F01,CML-96,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.3,19.5,19.5,20.3,19.3,RADIAL
350-WF-71815-01F01,CML-96,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.3,19.5,19.5,20.3,19.3,RADIAL
350-WF-71815-01F01,CML 65,CML: Elbow,50,1CS,XS,50XS,,24/05/2015,5.6,5,5.4,4.6,4.6,RADIAL
50-WF-71957-01F01,CML-7,CML: Elbow,50,1CG,80,5080,,2/01/2016,6.8,6.4,5.8,6,5.8,RADIAL
350-WF-71815-01F01,CML-7,CML: Equal Tee,50,1CG,80,5080,,4/09/2015,5.2,5.4,5.4,6.2,5.2,RADIAL
80-DO-62873-1CS,CML 6,CML: Equal Tee,80,1CS,XS,80XS,,29/06/2015,9.3,9.6,10.5,9.8,9.3,RADIAL
150-WC-40819-1CS,CML 13,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.8,11.7,12.5,12.8,11.7,RADIAL
150-WC-40819-1CS,CML 19,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,12.8,12.6,12.2,11.8,11.8,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,3/06/2015,5.2,6.2,5.4,5.4,5.2,RADIAL
350-WF-71815-01F01,CML 9,CML: Elbow,150,1CS,,150,Schedule not wrote on isometric drawing ,8/08/2015,7.7,7.5,7.7,8.5,7.5,RADIAL
150-WF-71815-01F01,CML-8,CML: Elbow,150,01F01,80,15080,Drawing incorrect,18/02/2016,12.8,13.2,12.4,12.2,12.2,RADIAL
350-WF-71815-01F01,CML-9,CML: Elbow,100,1CS,XS,100XS,,28/08/2015,8.6,7.6,8.2,7.8,7.6,RADIAL
350-WF-71815-01F01,CML-165,CML: Elbow,300,1CG,80,30080,,11/02/2016,17.8,18,18.4,18.8,17.8,RADIAL
350-WF-71815-01F01,CML-165,CML: Elbow,300,1CG,80,30080,,11/02/2016,17.8,18,18.4,18.8,17.8,RADIAL
100-WF-71911-01F01,CML-2,CML: Reducing Tee,100,1CG,80,10080,,17/01/2016,9.5,8.6,9.3,8.7,8.6,RADIAL
350-WF-71815-01F01,CML 6,CML: Reducer,40,1CS,160,40160,,21/05/2015,6.2,5.5,6.4,5.6,5.5,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,65,1LC,80,6580,,11/09/2015,7.4,6.5,6.6,7.2,6.5,RADIAL
350-WF-71815-01F01,CML-54,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.2,20.9,20.3,21.1,20.2,RADIAL
350-WF-71815-01F01,CML-54,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.2,20.9,20.3,21.1,20.2,RADIAL
350-WF-71815-01F01,CML-20,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.9,6.8,6,6.2,6,RADIAL
150-DC-57606-1CS,CML 10,CML: Elbow,100,1CS,80,10080,,27/05/2015,8.2,9,9.1,8.4,8.2,RADIAL
100-WF-71938-01F01,CML-4,CML: Reducing Tee,100,1CG,80,10080,,1/01/2016,8.3,9.2,8.5,9.1,8.3,RADIAL
550-OC-30800-1LC,CML-6,CML: Pipe Length,500,1LC,XS,500XS,Nominal diameter actually 550,28/09/2015,13,12.9,12.1,12.3,12.1,RADIAL
80-WZ-53870-1CG,CML-3,CML: Elbow,80,1CG,80,8080,,23/05/2016,8.3,7.6,8.2,7.4,7.4,RADIAL
100-WF-71317-01F01,CML-3,CML: Elbow,100,01F01,80,10080,,28/02/2016,10.6,9.8,10,10.7,9.8,RADIAL
250-WF-71800-01F01,CML 20,CML: Reducing Tee,250,1LC,XS,250XS,,21/06/2015,16.2,15.6,16.4,15.5,15.5,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,29/08/2015,5.2,5.9,4.9,5.6,4.9,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,150,1CS,XS,150XS,,14/05/2015,9,9.7,10,9.3,9,RADIAL
250-WS-50836-1CG,CML-17,CML: Elbow,125,1CG,80,12580,,8/06/2015,8,8.7,8.3,9,8,RADIAL
